seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,Dets,GT_Dets,IDs,GT_IDs
TUD-Stadtmitte,0.7805960693317687,0.7568019186148746,0.5907566029335122,0.7805960693317687,0.7799281914939217,0.7799281914939217,0.778613688735785,0.7762765874187656,0.7738418471993201,0.7720914297231889,0.7672343479131557,0.7527654423062157,0.7355262240799683,0.7159717682212592,0.6921153485445768,0.6415944249557086,0.5630042957213026,0.3572600101422263,0.21065067066278662,0.13104174908192914,0.04398478615513532,0.014300575175046166,0.5824592446503148,0.8478444632290786,0.8447257383966245,0.8447257383966245,0.8431703204047217,0.8369747899159664,0.8323554065381391,0.830820770519263,0.8216666666666667,0.8036303630363036,0.7844897959183673,0.7614826752618856,0.7321711568938193,0.6776669224865695,0.5863570391872278,0.3731155778894472,0.1938831239759694,0.1029263370332997,0.030160226201696512,0.006445672191528545,0.6186638307443788,0.7186816095201332,0.7201011597463243,0.7201011597463243,0.7189997816760807,0.7199802759113293,0.719441718973705,0.7175135685154088,0.7164079650519982,0.7051199621048592,0.6896186911851573,0.6731808740278695,0.6542509236818377,0.6074420817586897,0.5405816180530717,0.3420782256500728,0.22886832097971369,0.1668371817885217,0.06414611747852737,0.03172771500944876,0.5502673132031092,0.8676470588235294,0.865916955017301,0.865916955017301,0.8650519031141869,0.8615916955017301,0.8589965397923875,0.8581314878892734,0.8529411764705882,0.842560553633218,0.8313148788927336,0.8174740484429066,0.7993079584775087,0.763840830449827,0.698961937716263,0.513840830449827,0.3070934256055363,0.17647058823529413,0.05536332179930796,0.012110726643598616,0.669185940630122,0.9737864077669903,0.9718446601941747,0.9718446601941747,0.970873786407767,0.9669902912621359,0.9640776699029127,0.9631067961165048,0.9572815533980582,0.945631067961165,0.933009708737864,0.9174757281553398,0.8970873786407767,0.8572815533980582,0.7844660194174757,0.5766990291262136,0.3446601941747573,0.19805825242718447,0.062135922330097085,0.013592233009708738,0.7510475217169135,0.8143088998158109,0.8159129250844268,0.8159129250844268,0.8149269512170585,0.8162917810375299,0.8168844700079043,0.8158663942292247,0.8147145029068633,0.8076171051658755,0.7976639899320165,0.7877863561606643,0.7776137362415516,0.7438869520786104,0.6903389179573622,0.5091407131447322,0.3422112229151756,0.2537732798818868,0.09444854883017788,0.04491039686570413,0.651274214134579,0.8447965445715926,0.8464289497000517,0.8464289497000517,0.8458061478805209,0.8435264073560993,0.8432611906674072,0.8421134517650376,0.8396875625381311,0.8325476646762889,0.824672008086222,0.8135418833578146,0.7958860582273091,0.7594407877774778,0.7045402613035039,0.5204318282989602,0.4059705814426926,0.34444985825420343,0.22743639055543619,0.13913192071086808,0.6905314972036668,0.7568019186148746,0.7581787539344732,0.7581787539344732,0.7587532350126316,0.7609170935628126,0.7624042372933525,0.7628419773052487,0.7651619680532477,0.7692703796300829,0.7732226973843584,0.7774716671038127,0.7821066823893641,0.7893229638578549,0.7996195015845088,0.8255463394105608,0.8613064412974293,0.890067399032202,0.9258459697540135,0.9613027028011834,0.8020168779977097,0.7896594105883269,0.7896504312364834,0.7896504312364834,0.7886520966038058,0.7876096918209207,0.7861284546311117,0.7846789063883838,0.7816993364103307,0.7707828913831078,0.7571593483176143,0.7418274020457163,0.7231514157769132,0.6811674274220173,0.6146917725561062,0.4192538127994028,0.2651112157232276,0.17158629202165052,0.05959313839814047,0.019602185681842594,0.6064029295285045,1003.0,1001.0,1001.0,1000.0,996.0,993.0,992.0,986.0,974.0,961.0,945.0,924.0,883.0,808.0,594.0,355.0,204.0,64.0,14.0,773.578947368421,153.0,155.0,155.0,156.0,160.0,163.0,164.0,170.0,182.0,195.0,211.0,232.0,273.0,348.0,562.0,801.0,952.0,1092.0,1142.0,382.42105263157896,27.0,29.0,29.0,30.0,34.0,37.0,38.0,44.0,56.0,69.0,85.0,106.0,147.0,222.0,436.0,675.0,826.0,966.0,1016.0,256.42105263157896,1030,1156,13,10
COMBINED,0.7805960693317687,0.7568019186148746,0.5907566029335122,0.7805960693317687,0.7799281914939217,0.7799281914939217,0.778613688735785,0.7762765874187656,0.7738418471993201,0.7720914297231889,0.7672343479131557,0.7527654423062157,0.7355262240799683,0.7159717682212592,0.6921153485445768,0.6415944249557086,0.5630042957213026,0.3572600101422263,0.21065067066278662,0.13104174908192914,0.04398478615513532,0.014300575175046166,0.5824592446503148,0.8478444632290786,0.8447257383966245,0.8447257383966245,0.8431703204047217,0.8369747899159664,0.8323554065381391,0.830820770519263,0.8216666666666667,0.8036303630363036,0.7844897959183673,0.7614826752618856,0.7321711568938193,0.6776669224865695,0.5863570391872278,0.3731155778894472,0.1938831239759694,0.1029263370332997,0.030160226201696512,0.006445672191528545,0.6186638307443788,0.7186816095201332,0.7201011597463243,0.7201011597463243,0.7189997816760807,0.7199802759113293,0.719441718973705,0.7175135685154088,0.7164079650519982,0.7051199621048592,0.6896186911851573,0.6731808740278695,0.6542509236818377,0.6074420817586897,0.5405816180530717,0.3420782256500728,0.22886832097971369,0.1668371817885217,0.06414611747852737,0.03172771500944876,0.5502673132031092,0.8676470588235294,0.865916955017301,0.865916955017301,0.8650519031141869,0.8615916955017301,0.8589965397923875,0.8581314878892734,0.8529411764705882,0.842560553633218,0.8313148788927336,0.8174740484429066,0.7993079584775087,0.763840830449827,0.698961937716263,0.513840830449827,0.3070934256055363,0.17647058823529413,0.05536332179930796,0.012110726643598616,0.669185940630122,0.9737864077669903,0.9718446601941747,0.9718446601941747,0.970873786407767,0.9669902912621359,0.9640776699029127,0.9631067961165048,0.9572815533980582,0.945631067961165,0.933009708737864,0.9174757281553398,0.8970873786407767,0.8572815533980582,0.7844660194174757,0.5766990291262136,0.3446601941747573,0.19805825242718447,0.062135922330097085,0.013592233009708738,0.7510475217169135,0.8143088998158109,0.8159129250844268,0.8159129250844268,0.8149269512170585,0.8162917810375299,0.8168844700079043,0.8158663942292247,0.8147145029068633,0.8076171051658755,0.7976639899320165,0.7877863561606643,0.7776137362415516,0.7438869520786104,0.6903389179573622,0.5091407131447322,0.3422112229151756,0.2537732798818868,0.09444854883017788,0.04491039686570413,0.651274214134579,0.8447965445715926,0.8464289497000517,0.8464289497000517,0.8458061478805209,0.8435264073560993,0.8432611906674072,0.8421134517650376,0.8396875625381311,0.8325476646762889,0.824672008086222,0.8135418833578146,0.7958860582273091,0.7594407877774778,0.7045402613035039,0.5204318282989602,0.4059705814426926,0.34444985825420343,0.22743639055543619,0.13913192071086808,0.6905314972036668,0.7568019186148746,0.7581787539344732,0.7581787539344732,0.7587532350126316,0.7609170935628126,0.7624042372933525,0.7628419773052487,0.7651619680532477,0.7692703796300829,0.7732226973843584,0.7774716671038127,0.7821066823893641,0.7893229638578549,0.7996195015845088,0.8255463394105608,0.8613064412974293,0.890067399032202,0.9258459697540135,0.9613027028011834,0.8020168779977097,0.7896594105883269,0.7896504312364834,0.7896504312364834,0.7886520966038058,0.7876096918209207,0.7861284546311117,0.7846789063883838,0.7816993364103307,0.7707828913831078,0.7571593483176143,0.7418274020457163,0.7231514157769132,0.6811674274220173,0.6146917725561062,0.4192538127994028,0.2651112157232276,0.17158629202165052,0.05959313839814047,0.019602185681842594,0.6064029295285045,1003.0,1001.0,1001.0,1000.0,996.0,993.0,992.0,986.0,974.0,961.0,945.0,924.0,883.0,808.0,594.0,355.0,204.0,64.0,14.0,773.578947368421,153.0,155.0,155.0,156.0,160.0,163.0,164.0,170.0,182.0,195.0,211.0,232.0,273.0,348.0,562.0,801.0,952.0,1092.0,1142.0,382.42105263157896,27.0,29.0,29.0,30.0,34.0,37.0,38.0,44.0,56.0,69.0,85.0,106.0,147.0,222.0,436.0,675.0,826.0,966.0,1016.0,256.42105263157896,1030,1156,13,10
